TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;
TRAFICO POR OPERADOR POR PARES DE CIUDADES;;;;;;;;;;;;
PASAJEROS LLEGADOS A CHILE;;;;;;;;;;;;
;;;;;;;;;;;;
OPERADOR;LLEGAN:;DESDE:;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
 ; ;DE PORTO ALEGRE    ;110;430;0;0;0;0;0;0;0;0
 ; ;DE RIO DE JANEIRO  ;3.603;3.793;0;0;0;0;0;0;0;0
 ; ;DE SALVADOR BAHIA  ;658;0;0;0;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;107.782;42.865;0;0;0;0;0;0;0;0
 ; ;DE ASUNCION        ;0;137;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;VARIG             ;112.801;47.534;0;0;0;0;0;0;0;0
VRG LINHAS AEREAS ;A SANTIAGO;DE RIO DE JANEIRO  ;0;0;0;3.547;80;0;0;0;0;0
 ; ;DE SAO PAULO       ;0;0;1.766;35.265;10.889;0;0;0;0;0
TOTAL;INTERNACIONAL DE;VRG LINHAS AEREAS ;0;0;1.766;38.812;10.969;0;0;0;0;0
T.A.M.            ;A SANTIAGO;DE FLORIANAPOLIS   ;0;282;0;0;0;0;0;0;0;0
 ; ;DE NAVEGANTES BRA. ;0;52;0;0;0;0;0;0;0;0
 ; ;DE ASUNCION        ;21.387;27.168;22.665;15.060;15.577;15.961;17.002;20.679;20.004;22.548
 ; ;DE CIUDAD DEL ESTE ;315;1.584;0;6.529;75;0;0;0;0;0
 ; ;DE MONTEVIDEO      ;58;0;62;0;0;0;0;0;0;0
 ;A IQUIQUE;DE ASUNCION        ;92;303;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;T.A.M.            ;21.852;29.389;22.727;21.589;15.652;15.961;17.002;20.679;20.004;22.548
BQB LINEAS AEREAS ;A SANTIAGO;DE MONTEVIDEO      ;0;0;0;0;0;0;0;0;529;7.130
TOTAL;INTERNACIONAL DE;BQB LINEAS AEREAS ;0;0;0;0;0;0;0;0;529;7.130
PLUNA             ;A SANTIAGO;DE CORDOBA         ;0;0;0;0;48;0;0;0;0;0
 ; ;DE FLORIANAPOLIS   ;2.455;4.069;4.896;0;0;552;687;0;0;0
 ; ;DE RIO DE JANEIRO  ;0;0;1.676;0;0;0;0;0;0;0
 ; ;DE SALVADOR BAHIA  ;825;1.040;1.183;0;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;0;0;176;45;0;0;43;0;0;0
 ; ;DE ASUNCION        ;0;0;0;0;2.118;1.229;0;0;0;0
 ; ;DE MONTEVIDEO      ;12.961;14.546;12.849;18.187;37.893;48.328;71.526;42.376;0;0
 ; ;DE PTA. DEL ESTE   ;2.027;2.363;1.953;2.263;449;1.349;220;0;0;0
 ; ;DE PORLAMAR, VEZ.  ;1.053;0;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;PLUNA             ;19.321;22.018;22.733;20.495;40.508;51.458;72.476;42.376;0;0
LAN ECUADOR       ;A SANTIAGO;DE BUENOS AIRES    ;0;8.194;30.085;36.221;41.392;42.452;25.309;4.414;9.889;10.210
 ; ;DE CORDOBA         ;0;0;0;0;41;0;0;0;0;0
 ; ;DE GUAYAQUIL       ;0;4.512;9.879;17.980;22.156;23.209;29.150;39.891;38.342;39.420
 ; ;DE QUITO           ;0;8.455;17.711;21.673;21.941;24.512;19.730;4.456;4.301;940
 ;A IQUIQUE;DE GUAYAQUIL       ;0;0;0;0;0;0;0;114;0;0
TOTAL;INTERNACIONAL DE;LAN ECUADOR       ;0;21.161;57.675;75.874;85.530;90.173;74.189;48.875;52.532;50.570
AVIANCA           ;A SANTIAGO;DE BUENOS AIRES    ;0;0;0;0;0;149;0;0;0;0
 ; ;DE LIMA            ;0;0;0;159;116;0;122;0;0;0
 ; ;DE BOGOTA          ;19.642;22.722;29.689;37.845;36.233;41.477;47.738;71.835;80.011;78.885
 ; ;DE CALI            ;0;0;0;0;0;0;0;139;0;0
TOTAL;INTERNACIONAL DE;AVIANCA           ;19.642;22.722;29.689;38.004;36.349;41.626;47.860;71.974;80.011;78.885
LAN COLOMBIA      ;A SANTIAGO;DE BOGOTA          ;0;0;0;0;0;0;0;0;11.906;48.207
TOTAL;INTERNACIONAL DE;LAN COLOMBIA      ;0;0;0;0;0;0;0;0;11.906;48.207
L.A.C.S.A.        ;A SANTIAGO;DE LIMA            ;14.375;1.812;10.007;2.015;1.359;1.767;3.334;1.774;14.677;57.784
 ; ;DE SANTA CRUZ, BOL.;1;0;0;0;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;9;0;0;0;0;0;0;0;0;0
 ; ;DE GUAYAQUIL       ;2.367;375;2.502;0;0;0;0;0;3.831;338
 ; ;DE QUITO           ;3.140;213;3.206;0;0;0;0;0;4.346;402
 ; ;DE BOGOTA          ;3.658;345;2.582;0;0;0;0;0;5.161;13.429
 ; ;DE CALI            ;0;0;0;0;0;0;0;0;2.930;0
 ; ;DE MEDELLIN        ;0;0;0;0;0;0;0;0;1.603;0
 ; ;DE CARACAS         ;4.543;232;2.463;0;0;0;0;0;3.954;285
 ; ;DE SAN JOSE, C.R.  ;7.168;811;10.212;0;0;0;0;0;4.883;385
 ; ;DE LA HAVANA       ;127;0;631;0;0;0;0;0;5.702;499
 ; ;DE SAN SALVADOR    ;243;0;0;0;0;0;0;0;0;0
 ; ;DE C. DE GUATEMALA ;430;0;0;0;0;0;0;0;0;0
 ; ;DE SAN PEDRO SULA  ;28;0;0;0;0;0;0;0;0;0
 ; ;DE TEGUCIGALPA     ;29;0;0;0;0;0;0;0;0;0
 ; ;DE MANAGUA         ;41;0;0;0;0;0;0;0;0;0
 ; ;DE SANTO DOMINGO   ;0;0;2.171;0;0;0;0;0;5.290;521
 ; ;DE C. DE MEXICO    ;821;127;1.468;0;0;0;0;0;4.303;423
 ; ;DE BOSTON          ;8;0;0;0;0;0;0;0;0;0
 ; ;DE CHICAGO         ;13;0;0;0;0;0;0;0;0;0
 ; ;DE LOS ANGELES     ;569;101;882;0;0;0;0;0;71;0
 ; ;DE MIAMI           ;787;76;784;0;0;0;0;0;6.661;512
 ; ;DE NUEVA YORK      ;989;113;949;0;0;0;0;0;37;0
 ; ;DE SAN FRANCISCO US;204;0;0;0;0;0;0;0;0;0
 ; ;DE WASHINGTON, US. ;53;0;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;L.A.C.S.A.        ;39.603;4.205;37.857;2.015;1.359;1.767;3.334;1.774;63.449;74.578
C.O.P.A.          ;A SANTIAGO;DE BUENOS AIRES    ;0;0;0;111;0;0;0;0;0;0
 ; ;DE MENDOZA         ;0;0;0;118;0;0;0;137;0;0
 ; ;DE RESISTENCIA     ;0;0;0;0;0;0;139;0;0;0
 ; ;DE TUCUMAN         ;0;0;124;0;0;0;0;0;0;0
 ; ;DE LIMA            ;0;0;0;0;0;0;78;0;0;130
 ; ;DE SAO PAULO       ;0;0;117;0;81;0;0;0;0;0
 ; ;DE SAN JOSE, C.R.  ;0;10;21;0;0;0;0;0;0;0
 ; ;DE C.DE PANAMA     ;43.270;61.756;68.981;73.457;73.921;83.311;119.043;153.714;198.032;208.266
 ; ;DE PUNTA CANA, R.D.;0;0;100;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;C.O.P.A.          ;43.270;61.766;69.343;73.686;74.002;83.311;119.260;153.851;198.032;208.396
AEROMEXICO        ;A SANTIAGO;DE LIMA            ;0;0;332;0;0;0;0;55;0;0
 ; ;DE C. DE MEXICO    ;15.671;19.298;20.883;14.191;15.107;15.754;23.807;28.853;15.890;28.303
 ; ;DE CANCUN, MEX.    ;0;0;0;1.031;508;0;0;0;0;0
TOTAL;INTERNACIONAL DE;AEROMEXICO        ;15.671;19.298;21.215;15.222;15.615;15.754;23.807;28.908;15.890;28.303
TOTALES;LINEAS AEREAS;LATINOAMERICANAS  ;477.914;476.299;679.869;653.727;713.619;805.156;879.788;953.773;1.021.746;1.095.189
AIR CANADA        ;A SANTIAGO;DE BUENOS AIRES    ;15.893;16.664;15.775;26.584;13.697;24.048;24.575;30.847;28.793;25.059
 ; ;DE LIMA            ;0;0;80;121;0;0;0;0;0;0
 ; ;DE C.DE PANAMA     ;0;48;0;0;0;0;0;0;0;0
 ; ;DE CALGARY         ;0;0;0;103;0;0;0;0;0;0
 ; ;DE TORONTO         ;20.102;20.719;24.311;31.172;31.934;32.545;40.283;44.131;37.772;34.490
TOTAL;INTERNACIONAL DE;AIR CANADA        ;35.995;37.431;40.166;57.980;45.631;56.593;64.858;74.978;66.565;59.549
AMERICAN AIRLINES ;A SANTIAGO;DE MENDOZA         ;0;0;0;0;0;180;0;0;0;0
 ; ;DE CANCUN, MEX.    ;0;0;0;0;0;0;184;0;0;0
 ; ;DE ATLANTA         ;0;0;0;0;0;0;0;155;0;0
 ; ;DE DALLAS, US.     ;50.134;55.271;56.651;55.246;56.371;60.575;59.044;66.060;64.186;67.990
 ; ;DE MIAMI           ;51.589;57.213;61.791;62.966;59.634;63.009;73.304;80.316;85.365;88.969
TOTAL;INTERNACIONAL DE;AMERICAN AIRLINES ;101.723;112.484;118.442;118.212;116.005;123.764;132.532;146.531;149.551;156.959
DELTA AIRLINES    ;A SANTIAGO;DE RIO DE JANEIRO  ;0;0;0;0;0;0;101;0;0;0
 ; ;DE ATLANTA         ;49.806;61.421;60.104;53.939;48.728;50.671;57.139;60.057;63.594;66.874
 ; ;DE DALLAS, US.     ;0;0;199;83;0;0;0;0;0;0
 ; ;DE MIAMI           ;0;0;0;157;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;DELTA AIRLINES    ;49.806;61.421;60.303;54.179;48.728;50.671;57.240;60.057;63.594;66.874
UNITED AIRLINES   ;A SANTIAGO;DE HOUSTON         ;0;0;0;0;0;0;0;0;0;4.608
TOTAL;INTERNACIONAL DE;UNITED AIRLINES   ;0;0;0;0;0;0;0;0;0;4.608
TOTALES;LINEAS AEREAS;NORTEAMERICANAS   ;187.524;211.336;218.911;230.371;210.364;231.028;254.630;281.566;279.710;287.990
LUFTHANSA         ;A SANTIAGO;DE BUENOS AIRES    ;3.904;0;0;0;0;0;0;0;0;0
 ; ;DE BRASILIA        ;0;45;0;0;0;0;0;0;0;0
 ; ;DE RIO DE JANEIRO  ;19;0;0;0;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;8.687;4.536;0;0;0;0;0;0;0;0
 ; ;DE GUAYAQUIL       ;3;0;0;0;0;0;0;0;0;0
 ; ;DE FRANKFURT       ;51.070;15.846;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;LUFTHANSA         ;63.683;20.427;0;0;0;0;0;0;0;0
AIR COMET         ;A SANTIAGO;DE MADRID          ;0;0;22.838;16.189;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;AIR COMET         ;0;0;22.838;16.189;0;0;0;0;0;0
AIR EUROPA        ;A SANTIAGO;DE SALVADOR BAHIA  ;0;0;0;0;0;0;0;0;0;9.849
 ; ;DE MADRID          ;0;0;0;0;0;0;0;0;0;239
TOTAL;INTERNACIONAL DE;AIR EUROPA        ;0;0;0;0;0;0;0;0;0;10.088
AIR MADRID        ;A SANTIAGO;DE BUENOS AIRES    ;248;187;0;0;0;0;0;0;0;0
 ; ;DE FORTALEZA       ;0;6.138;0;0;0;0;0;0;0;0
 ; ;DE QUITO           ;0;188;0;0;0;0;0;0;0;0
 ; ;DE BARCELONA ESP.  ;94;0;0;0;0;0;0;0;0;0
 ; ;DE MADRID          ;12.088;25.090;0;0;0;0;0;0;0;0
 ; ;DE TENERIFE        ;1.466;2.296;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;AIR MADRID        ;13.896;33.899;0;0;0;0;0;0;0;0
IBERIA            ;A SANTIAGO;DE BUENOS AIRES    ;0;0;0;0;0;311;0;0;0;0
 ; ;DE SAO PAULO       ;0;327;0;0;0;0;0;0;0;0
 ; ;DE CARACAS         ;0;0;0;0;329;0;0;0;0;0
 ; ;DE BARCELONA ESP.  ;9.364;8.147;7.963;7.352;5.214;4.628;3.025;3.966;1.572;0
 ; ;DE LAS PALMAS, ESP.;0;0;345;0;0;0;0;0;0;0
 ; ;DE MADRID          ;60.029;81.022;87.729;93.162;93.333;87.659;91.955;98.016;109.577;105.354
TOTAL;INTERNACIONAL DE;IBERIA            ;69.393;89.496;96.037;100.514;98.876;92.598;94.980;101.982;111.149;105.354
AIR FRANCE        ;A SANTIAGO;DE BUENOS AIRES    ;25.348;28.343;3.540;0;142;263;0;0;0;0
 ; ;DE MADRID          ;0;0;259;0;0;0;0;0;0;0
 ; ;DE PARIS           ;31.156;40.707;57.983;68.867;68.333;67.132;88.627;106.582;112.740;105.542
TOTAL;INTERNACIONAL DE;AIR FRANCE        ;56.504;69.050;61.782;68.867;68.475;67.395;88.627;106.582;112.740;105.542
SWISSAIR          ;A SANTIAGO;DE BUENOS AIRES    ;0;0;0;68;0;0;0;0;0;0
 ; ;DE RIO DE JANEIRO  ;0;85;168;0;0;0;0;0;0;0
 ; ;DE SAO PAULO       ;0;20.845;25.558;33.041;8.636;0;0;0;0;0
 ; ;DE ZURICH          ;0;5.950;19.676;30.526;6.883;0;0;0;0;0
TOTAL;INTERNACIONAL DE;SWISSAIR          ;0;26.880;45.402;63.635;15.519;0;0;0;0;0
K.L.M.            ;A SANTIAGO;DE BUENOS AIRES    ;0;0;0;0;0;0;0;0;0;32.025
TOTAL;INTERNACIONAL DE;K.L.M.            ;0;0;0;0;0;0;0;0;0;32.025
TOTALES;LINEAS AEREAS;EUROPEAS          ;203.476;239.752;226.059;249.205;182.870;159.993;183.607;208.564;223.889;253.009
QANTAS AIRWAYS    ;A SANTIAGO;DE RIO DE JANEIRO  ;0;0;0;0;0;0;0;0;0;868
 ; ;DE SYDNEY          ;0;0;0;0;0;0;0;311;0;0
 ; ;DE SYDNEY          ;0;0;0;0;0;0;0;32.073;48.413;52.848
 ; ;DE CHRISTCHURCH N.Z;0;0;0;0;0;0;0;0;364;0
TOTAL;INTERNACIONAL DE;QANTAS AIRWAYS    ;0;0;0;0;0;0;0;32.384;48.777;53.716
TOTALES;LINEAS AEREAS;PACIFICO SUR      ;0;0;0;0;0;0;0;32.384;48.777;53.716
TOTAL;GENERAL;DE DATOS;2.047.277;2.148.021;2.500.107;2.510.769;2.357.192;2.575.028;3.000.496;3.511.327;3.563.992;3.759.980
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
TRAFICO INTERNACIONAL CON RELACION A CHILE;;;;;;;;;;;;
PASAJEROS SALIDOS DESDE CHILE;;;;;;;;;;;;
;;;;;;;;;;;;
OPERADOR;DESDE:;LLEGAN:;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
PAL AIRLINES;DE SANTIAGO;A BUENOS AIRES    ;0;0;0;0;0;0;402;142;0;0
 ; ;A CORDOBA         ;0;0;0;0;0;444;0;0;0;0
 ; ;A MENDOZA         ;0;0;0;48;0;0;1.812;0;4;0
 ; ;A SAN JUAN, ARG.  ;0;0;0;0;0;0;926;0;0;0
 ; ;A USHUAIA, ARG.   ;0;0;0;444;0;0;0;0;0;0
 ; ;A LIMA            ;0;0;0;0;0;110;0;0;0;0
 ; ;A CUIABA, BRASIL  ;0;0;0;0;0;0;0;0;0;138
 ; ;A FLORIANAPOLIS   ;0;0;0;10.370;1.399;7.339;5.359;3.437;3.487;2.761
 ; ;A IGUASSU, BRASIL ;0;0;0;1.333;698;611;723;767;721;642
 ; ;A MACEIO, BRASIL  ;0;0;0;704;0;984;0;0;0;0
 ; ;A PORTO ALEGRE    ;0;0;0;0;0;0;0;0;0;140
 ; ;A PORTO SEGURO    ;0;0;0;758;0;0;0;0;0;0
 ; ;A RECIFE          ;0;0;0;2;0;0;0;0;0;0
 ; ;A RIO DE JANEIRO  ;0;0;0;1.889;0;0;0;144;139;1.691
 ; ;A SALVADOR BAHIA  ;0;0;0;1.291;0;0;0;0;0;0
 ; ;A SAO PAULO       ;0;0;0;0;0;0;0;0;1;108
 ; ;A ASUNCION        ;0;0;0;0;369;0;47;154;246;0
 ; ;A MONTEVIDEO      ;0;0;0;0;0;4;211;122;0;141
 ; ;A PTA. DEL ESTE   ;0;0;0;0;0;618;0;0;0;0
 ; ;A GUAYAQUIL       ;0;0;0;4.931;0;0;0;0;0;0
 ; ;A CALI            ;0;0;0;0;0;0;0;0;0;97
 ; ;A MOUNT PLEASANT  ;0;0;0;0;0;0;0;110;0;0
 ; ;A VARADERO        ;0;0;0;0;0;1.195;2.675;2.598;1.899;2.165
 ; ;A PUNTA CANA, R.D.;0;0;0;0;0;1.961;2.630;5.183;5.330;5.222
 ; ;A SANTO DOMINGO   ;0;0;0;0;0;986;2.516;0;0;0
 ; ;A CANCUN, MEX.    ;0;0;0;0;0;2.373;5.305;5.345;5.347;5.303
 ; ;A JOHANNESBURG    ;0;0;0;0;0;223;0;0;0;0
 ; ;A PTO. ELIZABERH  ;0;0;0;0;0;252;0;0;0;0
 ;DE IQUIQUE;A FLORIANAPOLIS   ;0;0;0;0;0;122;0;0;0;0
TOTAL;INTERNACIONAL DE;PAL AIRLINES;0;0;0;21.770;2.466;17.222;22.606;18.002;17.174;18.408
AEROLINEAS DEL SUR;DE SANTIAGO;A BUENOS AIRES    ;187;0;0;0;0;0;0;0;0;0
 ; ;A USHUAIA, ARG.   ;0;164;0;0;0;0;0;0;0;0
TOTAL;INTERNACIONAL DE;AEROLINEAS DEL SUR;187;164;0;0;0;0;0;0;0;0
AEROVIAS D.A.P.   ;DE SANTIAGO;A CURITIBA        ;0;0;0;0;0;0;0;0;0;63
 ; ;A ASUNCION        ;0;0;0;0;0;0;0;0;50;26
 ;DE PUNTA ARENAS;A COM. RIVADAVIA  ;0;0;0;0;0;0;0;17;1;0
 ; ;A EL CALAFATE     ;0;0;0;0;0;29;0;257;27;0
 ; ;A RIO GALLEGOS ARG;188;0;1.021;5;9;0;0;5;0;0
 ; ;A RIO GRANDE, ARG.;0;9;9;2;0;7;0;3;2;0
 ; ;A USHUAIA, ARG.   ;253;93;93;39;0;40;2;61;0;0
 ; ;A PTO.STANLEY     ;0;0;0;4;0;4;0;0;0;0
TOTAL;INTERNACIONAL DE;AEROVIAS D.A.P.   ;441;102;1.123;50;9;80;2;343;80;89
LAN AIRLINES         ;DE SANTIAGO;A BARILOCHE       ;8.911;8.019;7.750;1.745;0;0;0;0;149;0
 ; ;A BUENOS AIRES    ;341.337;330.390;342.328;275.134;185.340;215.326;321.735;320.572;317.315;368.092
 ; ;A CORDOBA         ;44.202;46.467;50.419;55.988;60.762;51.639;68.804;86.882;89.340;80.063
 ; ;A EL CALAFATE     ;0;0;0;0;0;0;0;106;0;0
 ; ;A IGUAZU, ARG.    ;0;0;0;0;0;0;83;0;0;0
 ; ;A MENDOZA         ;54.337;54.462;67.496;70.695;88.291;108.340;123.819;138.135;132.701;126.854
 ; ;A PUERTO MADRYN   ;0;7;45;0;0;0;0;0;0;0
 ; ;A RIO GALLEGOS ARG;0;2;3;102;3;3;4;3;1;154
 ; ;A ROSARIO, ARG.   ;11.892;10.211;10.287;8.497;0;0;0;0;0;0
 ; ;A SALTA, ARG.     ;169;137;33;51;53;44;56;79;104;234
 ; ;A SAN JUAN, ARG.  ;0;0;0;0;0;105;0;0;0;0
 ; ;A USHUAIA, ARG.   ;3.570;3.537;4.968;4.921;2.770;2.181;796;429;146;0
 ; ;A CHICLAYO        ;0;145;0;0;0;0;0;0;0;0
 ; ;A CUZCO, PERU     ;0;0;0;0;0;0;0;98;0;0
 ; ;A LIMA            ;90.813;113.571;129.076;148.236;173.941;186.330;187.079;292.837;300.191;284.789
 ; ;A LA PAZ          ;7.204;11.078;12.546;12.574;10.568;7.691;7.557;12.472;14.107;16.354
 ; ;A SANTA CRUZ, BOL.;0;2.291;4.767;7.602;8.288;6.617;7.119;10.245;10.783;13.603
 ; ;A BELO HORIZONTE  ;0;0;0;0;0;160;0;0;0;158
 ; ;A BRASILIA        ;204;0;0;0;0;0;0;0;0;0
 ; ;A CABO FRIO, BRASI;0;0;0;0;0;0;0;216;0;0
 ; ;A CUIABA, BRASIL  ;0;0;0;0;0;0;0;0;0;173
 ; ;A FLORIANAPOLIS   ;0;102;4.404;3.835;1.852;1.433;1.930;4.423;3.218;5.813
 ; ;A IGUASSU, BRASIL ;0;0;0;0;0;0;0;0;0;149
 ; ;A PORTO ALEGRE    ;126;0;100;0;0;0;0;0;0;0
 ; ;A RIO DE JANEIRO  ;15.081;28.981;58.160;41.971;21.184;23.108;41.242;101.244;78.446;110.297
 ; ;A SALVADOR BAHIA  ;5.278;1.827;1.858;0;213;0;0;0;0;1.308
 ; ;A SAO PAULO       ;32.968;53.420;94.717;103.418;99.772;120.624;146.881;249.412;200.601;203.778
 ; ;A ASUNCION        ;0;0;0;0;162;0;0;0;0;0
 ; ;A MONTEVIDEO      ;36.219;40.618;42.335;42.801;55.222;58.565;70.872;82.122;95.088;92.594
 ; ;A PTA. DEL ESTE   ;151;0;0;1.536;149;0;0;0;0;0
 ; ;A GUAYAQUIL       ;13.678;6.166;1.429;1.471;1.901;3.177;2.854;2.408;1.653;4.651
 ; ;A QUITO           ;18.228;7.361;0;0;0;0;130;0;0;0
 ; ;A BARRANQUILLA    ;0;0;0;0;0;0;0;0;206;0
 ; ;A BOGOTA          ;16.454;21.394;22.599;22.126;20.053;28.916;39.443;61.324;57.539;42.192
 ; ;A MEDELLIN        ;0;0;0;0;82;0;0;0;0;0
 ; ;A BARCELONA VENEZ.;0;0;0;0;0;0;0;167;0;0
 ; ;A CARACAS         ;15.899;14.925;15.603;16.087;13.757;12.908;14.300;14.234;16.987;6.967
 ; ;A MOUNT PLEASANT  ;0;0;0;0;0;0;0;0;924;1.210
 ; ;A PTO.STANLEY     ;2.127;2.114;2.370;1.853;1.399;1.492;1.703;2.071;500;465
 ; ;A LA HAVANA       ;13.550;7.901;4.777;3.660;4.377;2.037;992;0;0;0
 ; ;A PUNTA CANA, R.D.;12.230;10.832;9.213;10.590;12.768;9.644;9.633;14.396;13.522;13.746
 ; ;A C. DE MEXICO    ;55.232;57.808;57.996;57.678;50.351;55.885;60.492;68.943;70.591;69.981
 ; ;A CANCUN, MEX.    ;13.889;6.615;5.843;7.194;6.175;7.647;10.040;14.575;16.098;15.279
 ; ;A TORONTO         ;0;0;0;1.388;4.245;3.681;1.365;0;0;0
 ; ;A LOS ANGELES     ;33.453;34.525;44.411;48.214;33.694;30.327;30.346;24.767;30.879;24.638
 ; ;A LOS ANGELES, US.;0;0;0;0;0;0;0;0;0;4.303
 ; ;A MIAMI           ;63.813;66.418;69.554;68.535;72.165;83.516;87.722;107.732;111.563;114.052
 ; ;A NUEVA YORK      ;21.877;23.873;30.530;38.829;42.316;44.689;58.392;50.248;49.528;52.230
 ; ;A ORLANDO, US.    ;0;0;0;0;0;0;0;1.532;1.602;0
 ; ;A FRANKFURT       ;16.216;18.231;17.334;15.069;14.627;14.395;13.533;15.792;8.056;11.952
 ; ;A MADRID          ;67.245;64.863;68.362;70.306;68.563;76.177;76.482;69.521;70.259;70.363
 ; ;A PARIS           ;0;0;0;0;0;2.136;3.170;0;0;0
 ; ;A ROMA            ;224;0;0;0;0;0;0;0;0;0
 ; ;A CAPE TOWN       ;0;0;0;0;0;609;0;0;0;0
 ; ;A JOHANNESBURG    ;0;0;0;0;0;599;0;0;0;0
 ; ;A NELSPRUIT       ;0;0;0;0;0;182;0;0;0;0
 ; ;A SYDNEY          ;24.531;29.482;36.172;38.668;32.918;30.333;31.938;44.384;26.162;32.049
 ; ;A AUCKLAND N.Z.   ;24.173;33.773;35.363;40.000;36.257;36.151;36.283;34.464;40.968;45.404
 ; ;A PAPEETE         ;6.022;7.677;8.221;7.475;6.563;6.794;5.188;5.299;4.715;4.381
 ;DE ARICA;A AREQUIPA        ;0;0;0;0;0;0;0;141;0;0
 ; ;A LIMA            ;0;72;0;0;0;0;0;0;0;0
 ; ;A LA PAZ          ;2.791;1.242;0;0;0;0;0;0;0;0
 ;DE IQUIQUE;A SALTA, ARG.     ;739;570;608;815;807;847;1.419;1.740;2.597;1.976
 ; ;A LIMA            ;0;193;0;0;6.719;2.756;0;0;102;0
 ; ;A LA PAZ          ;3.913;3.138;3.635;3.059;3.673;5.634;5.307;6.403;6.238;7.738
 ; ;A SANTA CRUZ, BOL.;0;1.610;3.589;3.727;5.172;9.708;10.494;9.804;10.228;8.904
 ;DE ANTOFAGASTA;A MENDOZA         ;0;0;0;0;0;0;65;0;0;0
 ; ;A SALTA, ARG.     ;97;93;191;0;0;0;0;0;0;0
 ; ;A SANTA CRUZ, BOL.;0;0;78;0;0;0;0;0;0;0
 ;DE CALAMA;A MENDOZA         ;0;0;0;0;0;176;0;0;0;0
 ; ;A LA PAZ          ;0;0;0;37;0;0;0;43;0;0
 ;DE LA SERENA;A FLORIANAPOLIS   ;0;0;0;0;0;0;0;0;0;165
 ;DE ISLA DE PASCUA;A LIMA            ;0;0;0;0;0;0;4.259;12.552;1.976;0
 ; ;A PAPEETE         ;8.036;8.470;8.007;7.915;7.878;7.163;3.589;3.677;3.615;3.973
 ;DE CONCEPCION;A FLORIANAPOLIS   ;0;0;0;0;0;0;0;0;0;167
 ;DE PUERTO MONTT;A BARILOCHE       ;555;444;378;150;25;0;0;0;0;0
 ; ;A PUERTO MADRYN   ;0;0;41;0;0;0;0;0;0;0
 ; ;A USHUAIA, ARG.   ;382;513;370;0;0;0;0;0;0;0
 ; ;A PTO.STANLEY     ;157;146;76;0;0;0;0;0;0;0
 ;DE BALMACEDA;A USHUAIA, ARG.   ;9;0;0;0;0;0;0;0;0;0
 ;DE PUNTA ARENAS;A BARILOCHE       ;0;43;0;0;0;0;0;0;0;0
 ; ;A BUENOS AIRES    ;120;0;0;0;0;0;0;0;0;0
 ; ;A PUERTO MADRYN   ;0;4;575;0;0;0;0;0;0;0
 ; ;A RIO GALLEGOS ARG;0;0;6;10;1;22;14;6;5;5
 ; ;A USHUAIA, ARG.   ;2.416;2.280;2.704;2.343;1.384;754;0;0;130;0
 ; ;A MOUNT PLEASANT  ;0;0;31;0;0;0;0;0;984;1.619
 ; ;A PTO.STANLEY     ;980;1.115;1.568;1.521;1.490;1.580;1.324;1.639;449;505
TOTAL;INTERNACIONAL DE;LAN AIRLINES         ;1.091.498;1.139.156;1.282.926;1.247.826;1.157.930;1.262.101;1.488.454;1.867.137;1.790.266;1.843.328
LAN EXPRESS       ;DE SANTIAGO;A BARILOCHE       ;0;126;0;0;0;0;0;0;0;0
 ; ;A BUENOS AIRES    ;0;0;0;0;0;0;0;4.211;0;0
 ; ;A CORDOBA         ;0;0;0;0;0;0;155;0;0;0
 ; ;A LIMA            ;0;0;0;0;0;0;0;3.268;0;0
 ; ;A COCHABAMBA      ;0;0;0;0;121;0;0;0;0;0
 ; ;A RIO DE JANEIRO  ;26.014;30.115;28.639;28.087;36.283;31.870;33.211;61;0;0
 ; ;A SAO PAULO       ;26.885;31.352;29.058;38.914;28.796;30.806;38.635;157;0;0
 ; ;A BOGOTA          ;0;0;0;0;0;0;3;0;0;0
 ; ;A PTO.STANLEY     ;0;0;0;2;0;0;0;0;0;0
 ;DE IQUIQUE;A MENDOZA         ;0;0;0;0;63;0;0;0;0;0
 ;DE PUERTO MONTT;A BARILOCHE       ;0;1;0;0;0;0;0;0;0;0
 ; ;A MENDOZA         ;0;0;0;0;0;11;0;0;0;0
 ;DE PUNTA ARENAS;A MENDOZA         ;0;0;0;0;0;14;0;0;0;0
 ; ;A PTO.STANLEY     ;0;0;0;28;0;0;0;0;0;0
