TRAFICO NACIONAL;;;;;;;;;;;;
TRAFICO POR OPERADOR POR PARES DE CIUDADES;;;;;;;;;;;;
PASAJEROS LLEGADOS;;;;;;;;;;;;
;;;;;;;;;;;;
OPERADOR;LLEGAN:;DESDE:;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
 ; ;PUNTA ARENAS    ;0;1;1;0;0;2;0;0;0;0
 ;TEMUCO CON;OSORNO          ;0;1;0;2;0;0;0;0;0;0
 ; ;VALDIVIA        ;1;1;1;0;0;0;0;0;0;0
 ; ;BALMACEDA       ;2;1;0;1;0;0;0;0;0;0
 ; ;PUNTA ARENAS    ;2;1;0;0;0;0;0;0;0;0
 ;OSORNO CON;VALDIVIA        ;0;0;0;1;2;1;0;0;0;0
 ;PUERTO MONTT CON;TEMUCO          ;20;17;2;0;0;0;0;0;0;0
 ; ;VALDIVIA        ;0;0;1;0;0;0;0;0;0;0
 ; ;BALMACEDA       ;162;143;208;175;81;26;228;148;172;148
 ; ;PUNTA ARENAS    ;832;622;825;521;437;481;549;195;528;569
 ;VALDIVIA CON;BALMACEDA       ;0;0;0;0;0;0;1;1;0;0
 ;BALMACEDA CON;PUNTA ARENAS    ;20;19;22;2;0;2;0;0;0;0
TOTAL;NACIONAL DE;LAN EXPRESS       ;14.098;13.511;14.096;14.237;11.928;12.983;14.133;15.018;15.315;13.278
PLUNA             ;SANTIAGO CON;PUNTA ARENAS    ;0;0;0;0;8;0;0;0;0;0
TOTAL;NACIONAL DE;PLUNA             ;0;0;0;0;8;0;0;0;0;0
SKY AIRLINE       ;SANTIAGO CON;ARICA           ;571;522;444;675;560;67;0;77;138;337
 ; ;IQUIQUE         ;275;296;139;1.133;686;163;0;39;163;486
 ; ;ANTOFAGASTA     ;573;436;294;1.105;1.575;274;0;3;177;516
 ; ;CALAMA          ;154;149;114;208;472;175;0;1;53;161
 ; ;COPIAPO         ;0;34;28;69;107;14;0;1;2;4
 ; ;EL SALVADOR     ;0;0;1;1;0;0;0;0;0;0
 ; ;LA SERENA       ;0;0;0;0;0;0;0;1;3;5
 ; ;CONCEPCION      ;68;120;46;212;206;33;0;1;4;6
 ; ;TEMUCO          ;3;17;12;37;25;10;0;0;2;3
 ; ;OSORNO          ;0;0;0;4;0;0;0;0;0;0
 ; ;PUERTO MONTT    ;94;49;30;175;277;74;0;19;76;118
 ; ;VALDIVIA        ;0;0;0;3;0;0;0;0;2;1
 ; ;BALMACEDA       ;279;271;445;448;324;86;0;29;88;140
 ; ;PUERTO NATALES  ;0;0;0;0;1;0;0;0;0;0
 ; ;PUNTA ARENAS    ;379;317;336;607;474;105;5;88;267;392
 ;ARICA CON;IQUIQUE         ;26;18;18;40;10;1;0;5;0;2
 ; ;ANTOFAGASTA     ;10;9;16;10;8;1;0;0;0;0
 ; ;CALAMA          ;0;0;0;1;0;0;0;0;0;0
 ; ;COPIAPO         ;0;3;3;2;1;0;0;0;0;0
 ;IQUIQUE CON;CALAMA          ;0;0;3;1;1;0;0;0;0;0
 ; ;COPIAPO         ;0;3;6;24;21;1;0;0;0;0
 ;ANTOFAGASTA CON;IQUIQUE         ;16;7;8;4;7;2;0;0;0;1
 ; ;CALAMA          ;8;3;10;12;21;3;0;0;0;0
 ; ;COPIAPO         ;0;1;4;0;2;0;0;0;0;0
 ;CONCEPCION CON;TEMUCO          ;0;2;0;0;0;0;0;0;0;0
 ; ;PUERTO MONTT    ;5;9;2;15;19;2;0;0;0;0
 ; ;BALMACEDA       ;0;0;0;0;1;1;0;0;0;0
 ; ;PUNTA ARENAS    ;0;1;3;5;0;5;0;0;0;0
 ;TEMUCO CON;BALMACEDA       ;0;0;0;2;0;0;0;0;0;0
 ;PUERTO MONTT CON;TEMUCO          ;0;0;0;1;1;0;0;0;0;0
 ; ;BALMACEDA       ;64;82;92;88;92;25;0;1;22;72
 ; ;PUNTA ARENAS    ;21;28;18;53;66;31;0;1;82;228
 ;BALMACEDA CON;PUNTA ARENAS    ;2;9;23;27;13;5;0;2;4;4
TOTAL;NACIONAL DE;SKY AIRLINE       ;2.548;2.386;2.095;4.962;4.970;1.078;5;268;1.083;2.476
WEST AIR SWEDEN   ;SANTIAGO CON;ARICA           ;0;0;0;0;0;0;0;31;80;0
 ; ;IQUIQUE         ;0;0;0;0;0;0;0;196;88;0
 ; ;ANTOFAGASTA     ;0;0;0;0;0;0;0;590;180;0
 ; ;CALAMA          ;0;0;0;0;0;0;0;2;0;0
 ; ;BALMACEDA       ;0;0;0;0;0;0;0;192;0;0
 ; ;PUNTA ARENAS    ;0;0;0;0;0;0;0;272;3;0
 ;ARICA CON;IQUIQUE         ;0;0;0;0;0;0;0;0;5;0
 ; ;ANTOFAGASTA     ;0;0;0;0;0;0;0;0;12;0
 ;ANTOFAGASTA CON;IQUIQUE         ;0;0;0;0;0;0;0;11;24;0
 ;BALMACEDA CON;PUNTA ARENAS    ;0;0;0;0;0;0;0;4;0;0
TOTAL;NACIONAL DE;WEST AIR SWEDEN   ;0;0;0;0;0;0;0;1.298;392;0
TOTAL;GENERAL;DE DATOS;29.730;30.640;29.651;27.923;27.295;29.203;30.978;30.197;28.457;26.740
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
TRAFICO NACIONAL;;;;;;;;;;;;
TRAFICO POR OPERADOR POR PARES DE CIUDADES;;;;;;;;;;;;
PASAJEROS-KILOMETROS (en Miles) LLEGADOS;;;;;;;;;;;;
;;;;;;;;;;;;
OPERADOR;LLEGAN:;DESDE:;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
PAL AIRLINES;A SANTIAGO;DE ARICA           ;0;0;0;0;0;5.496;28.519;7.310;0;0
 ; ;DE IQUIQUE         ;0;0;0;0;15.438;31.617;47.859;51.381;26.332;3.422
 ; ;DE ANTOFAGASTA     ;0;0;0;0;17.415;41.627;39.355;34.547;26.990;674
 ; ;DE CALAMA          ;0;0;0;0;1.301;26.681;28.692;49.141;75.638;12.564
 ; ;DE COPIAPO         ;0;0;0;0;0;1.702;8.103;10.988;3.804;87
 ; ;DE LA SERENA       ;0;0;0;0;0;0;19;0;0;91
 ; ;DE CONCEPCION      ;0;0;0;0;31;0;80;0;67;21
 ; ;DE TEMUCO          ;0;0;0;91;0;69;0;0;0;0
 ; ;DE OSORNO          ;0;0;0;0;0;0;120;0;0;0
 ; ;DE PUERTO MONTT    ;0;0;0;0;96;0;0;0;0;0
 ; ;DE VALDIVIA        ;0;0;0;0;52;0;0;0;0;0
 ; ;DE PUNTA ARENAS    ;0;0;0;113;0;0;0;0;0;0
 ;A ARICA;DE IQUIQUE         ;0;0;0;0;0;266;1.362;165;0;0
 ; ;DE ANTOFAGASTA     ;0;0;0;0;0;660;2.222;522;0;0
 ; ;DE CALAMA          ;0;0;0;0;0;0;53;4;0;0
 ; ;DE COPIAPO         ;0;0;0;0;0;0;35;33;0;0
 ;A IQUIQUE;DE CALAMA          ;0;0;0;0;52;313;437;388;113;0
 ; ;DE COPIAPO         ;0;0;0;0;0;56;657;27;5;0
 ;A ANTOFAGASTA;DE IQUIQUE         ;0;0;0;0;874;1.925;3.015;789;139;0
 ; ;DE CALAMA          ;0;0;0;0;14;135;456;11;2;0
 ; ;DE COPIAPO         ;0;0;0;0;0;11;806;1.239;527;0
 ; ;DE LA SERENA       ;0;0;0;0;0;0;35;0;0;0
 ; ;DE CONCEPCION      ;0;0;0;0;0;0;0;0;24.358;14.282
 ;A CALAMA;DE COPIAPO         ;0;0;0;0;0;422;717;7;0;0
 ;A COPIAPO;DE CONCEPCION      ;0;0;0;0;0;0;0;0;100;0
 ;A CONCEPCION;DE CALAMA          ;0;0;0;0;0;0;0;0;773;672
TOTAL;NACIONAL DE;PAL AIRLINES;0;0;0;204;35.273;110.980;162.542;156.552;158.848;31.813
AEROLINEAS DAMOJH ;A SANTIAGO;DE IQUIQUE         ;0;0;0;0;0;0;0;3.429;2.414;0
 ; ;DE ANTOFAGASTA     ;0;0;0;0;0;0;0;697;1.324;0
 ; ;DE CALAMA          ;0;0;0;0;0;0;0;9.701;5.064;0
 ; ;DE COPIAPO         ;0;0;0;0;0;0;0;0;283;0
 ; ;DE CONCEPCION      ;0;0;0;0;0;0;0;51;2;0
 ;A IQUIQUE;DE CALAMA          ;0;0;0;0;0;0;0;0;6;0
 ; ;DE COPIAPO         ;0;0;0;0;0;0;0;0;2;0
 ;A ANTOFAGASTA;DE IQUIQUE         ;0;0;0;0;0;0;0;0;9;0
 ; ;DE COPIAPO         ;0;0;0;0;0;0;0;0;31;0
 ; ;DE CONCEPCION      ;0;0;0;0;0;0;0;0;2.495;0
 ;A CONCEPCION;DE CALAMA          ;0;0;0;0;0;0;0;0;198;0
TOTAL;NACIONAL DE;AEROLINEAS DAMOJH ;0;0;0;0;0;0;0;13.878;11.828;0
AEROLINEAS DEL SUR;A SANTIAGO;DE IQUIQUE         ;20.719;30.788;36.235;30.855;0;0;0;0;0;0
 ; ;DE ANTOFAGASTA     ;15.616;35.288;63.524;39.481;0;0;0;0;0;0
 ; ;DE CALAMA          ;5.094;17.576;38.207;25.813;0;0;0;0;0;0
 ; ;DE CONCEPCION      ;0;0;3.028;8.761;0;0;0;0;0;0
 ; ;DE TEMUCO          ;0;0;99;5.146;0;0;0;0;0;0
 ; ;DE PUERTO MONTT    ;9.774;20.964;32.175;21.375;0;0;0;0;0;0
 ; ;DE BALMACEDA       ;0;0;0;7.585;0;0;0;0;0;0
 ; ;DE PUERTO NATALES  ;0;0;0;128;0;0;0;0;0;0
 ; ;DE PUNTA ARENAS    ;44.420;36.583;41.082;33.382;0;0;0;0;0;0
 ;A IQUIQUE;DE CALAMA          ;21;0;0;321;0;0;0;0;0;0
 ;A ANTOFAGASTA;DE IQUIQUE         ;441;2.313;4.483;4.317;0;0;0;0;0;0
 ; ;DE CALAMA          ;5;467;589;319;0;0;0;0;0;0
 ;A CONCEPCION;DE TEMUCO          ;0;0;4;529;0;0;0;0;0;0
 ; ;DE PUERTO MONTT    ;0;0;36;310;0;0;0;0;0;0
 ; ;DE BALMACEDA       ;0;0;0;1.192;0;0;0;0;0;0
 ; ;DE PUNTA ARENAS    ;0;0;0;339;0;0;0;0;0;0
 ;A TEMUCO;DE BALMACEDA       ;0;0;0;50;0;0;0;0;0;0
 ;A PUERTO MONTT;DE TEMUCO          ;0;0;0;10;0;0;0;0;0;0
 ; ;DE BALMACEDA       ;0;0;95;3.648;0;0;0;0;0;0
 ; ;DE PUNTA ARENAS    ;5.182;13.903;13.592;10.556;0;0;0;0;0;0
 ;A BALMACEDA;DE PUNTA ARENAS    ;0;0;0;56;0;0;0;0;0;0
TOTAL;NACIONAL DE;AEROLINEAS DEL SUR;101.272;157.882;233.149;194.173;0;0;0;0;0;0
AEROVIAS D.A.P.   ;A SANTIAGO;DE IQUIQUE         ;0;0;0;0;0;0;0;1.091;116;63
 ; ;DE ANTOFAGASTA     ;0;0;0;0;0;0;0;1.479;3.738;14.131
 ; ;DE CALAMA          ;0;0;0;0;0;0;0;975;17;1.344
 ; ;DE COPIAPO         ;0;0;0;0;0;0;0;0;2.867;626
 ; ;DE EL SALVADOR     ;0;0;0;0;0;0;0;0;2.006;4.776
 ; ;DE LA SERENA       ;0;0;0;0;0;0;0;0;30;24
 ; ;DE CONCEPCION      ;0;0;0;0;0;0;0;0;34;0
 ; ;DE TEMUCO          ;0;0;0;0;0;0;0;0;54;0
 ; ;DE PUERTO NATALES  ;0;0;0;0;0;0;0;0;0;172
 ; ;DE PUNTA ARENAS    ;0;0;0;0;0;0;0;0;416;469
 ;A ANTOFAGASTA;DE CALAMA          ;0;0;0;0;0;0;0;0;0;22
 ;A VALDIVIA;DE PUNTA ARENAS    ;0;0;0;0;0;0;0;0;3;0
 ;A PUNTA ARENAS;DE ANTARTICA CHIL. ;1.471;1.530;1.251;905;2.284;1.718;2.576;2.498;4.529;3.675
 ; ;DE BAHIA INUTIL    ;18;93;49;5;5;0;1;2;3;0
 ; ;DE BAHIA POSESION  ;5;2;0;3;4;3;0;0;1;0
 ; ;DE CERRO SOMBRERO  ;2;62;78;83;69;70;22;2;4;0
 ; ;DE ISLA DAWSON     ;0;0;0;0;0;0;0;8;0;0
 ; ;DE PORVENIR        ;215;225;259;271;257;282;278;315;339;318
 ; ;DE PUERTO NATALES  ;222;217;239;273;169;209;115;118;188;173
 ; ;DE PUERTO WILLIAMS ;1.509;1.394;1.425;1.514;1.517;1.807;2.134;1.986;2.281;2.735
TOTAL;NACIONAL DE;AEROVIAS D.A.P.   ;3.442;3.523;3.301;3.054;4.305;4.089;5.126;8.474;16.626;28.528
LAN AIRLINES         ;A SANTIAGO;DE ARICA           ;11.674;2.612;281;1.891;31.362;65.265;87.471;14.842;52.760;6.690
 ; ;DE IQUIQUE         ;18.654;14.194;25.972;38.528;137.134;237.805;295.069;312.378;371.029;386.111
 ; ;DE ANTOFAGASTA     ;608;2.548;2.957;389;126.425;215.694;244.674;283.226;344.359;379.589
 ; ;DE CALAMA          ;59;0;319;454;142.154;240.976;316.806;426.169;419.039;330.609
 ; ;DE COPIAPO         ;0;125;122;601;356;576;3.317;7.286;28.997;41.885
 ; ;DE EL SALVADOR     ;0;0;6;0;0;0;0;0;0;0
 ; ;DE LA SERENA       ;0;0;133;63;0;0;262;3.885;521;8.184
 ; ;DE ISLA DE PASCUA  ;110.456;133.688;144.128;196.444;222.739;220.665;221.584;253.286;285.454;306.045
 ; ;DE CONCEPCION      ;119;232;95;77;0;104;4.037;38;978;271
 ; ;DE PUCON           ;0;1;0;0;0;0;0;0;0;0
 ; ;DE TEMUCO          ;7.842;6.101;1.197;533;10.345;0;153;1.637;31.891;21.351
 ; ;DE CASTRO          ;0;0;0;0;0;0;0;0;24.533;30.178
 ; ;DE OSORNO          ;6.170;4.415;0;39;0;0;62;17.771;1.331;0
 ; ;DE PUERTO MONTT    ;28.683;27.464;20.252;19.857;40.020;83.874;85.108;28.249;31.865;32.299
 ; ;DE VALDIVIA        ;66;0;51;177;0;150;89;22.518;15;67
 ; ;DE BALMACEDA       ;17.517;18.678;20.747;22.116;56.121;46.436;32.068;4.956;17.949;2.835
 ; ;DE PUNTA ARENAS    ;66.141;71.297;21.440;24.804;56.325;58.524;153.535;207.301;311.446;240.214
 ;A ARICA;DE IQUIQUE         ;1.107;600;174;159;107;236;1.187;130;95;164
 ; ;DE ANTOFAGASTA     ;0;6;61;0;0;0;0;0;0;0
 ; ;DE CALAMA          ;205;133;264;278;0;0;0;0;0;0
 ; ;DE COPIAPO         ;70;41;42;265;326;372;415;168;0;0
 ;A IQUIQUE;DE CALAMA          ;431;425;121;12;32;37;0;0;0;0
 ; ;DE COPIAPO         ;54;32;26;159;270;327;285;173;0;0
 ; ;DE LA SERENA       ;1;0;0;0;0;0;0;0;0;0
 ;A ANTOFAGASTA;DE IQUIQUE         ;50;24;202;22;15;37;459;1.136;0;6.958
 ; ;DE CALAMA          ;1;0;2;0;10;0;0;0;29;0
 ; ;DE COPIAPO         ;0;6;0;0;0;0;0;0;0;0
 ; ;DE LA SERENA       ;0;0;6;60;0;0;0;61;5.790;0
 ;A CALAMA;DE LA SERENA       ;0;0;0;0;0;0;0;139;1.744;5.086
 ;A COPIAPO;DE LA SERENA       ;0;2;8;14;0;0;0;0;0;0
 ;A EL SALVADOR;DE CALAMA          ;0;0;1;0;0;0;0;0;0;0
 ; ;DE LA SERENA       ;0;2;0;0;0;0;0;0;0;0
 ;A CONCEPCION;DE PUCON           ;0;26;0;0;0;0;0;0;0;0
 ; ;DE OSORNO          ;21;3;0;0;0;0;0;0;0;0
 ; ;DE PUERTO MONTT    ;0;30;4;0;0;0;0;0;0;0
 ; ;DE VALDIVIA        ;0;0;5;9;0;0;0;0;0;0
 ; ;DE BALMACEDA       ;0;0;71;0;0;0;0;0;0;0
 ; ;DE PUNTA ARENAS    ;0;0;0;0;0;0;0;31;0;0
 ;A TEMUCO;DE OSORNO          ;814;581;0;0;0;0;0;0;0;0
 ; ;DE BALMACEDA       ;1.502;1.484;876;184;113;0;17;78;0;0
 ;A PUERTO MONTT;DE TEMUCO          ;25;0;77;66;73;0;0;0;0;0
 ; ;DE CASTRO          ;0;0;0;0;0;0;0;0;941;875
 ; ;DE VALDIVIA        ;0;1;1;0;0;0;0;0;0;0
 ; ;DE BALMACEDA       ;6.894;6.554;7.656;8.483;19.443;20.550;15.538;19.703;23.481;23.350
 ; ;DE PUNTA ARENAS    ;14.793;13.337;4.145;0;63;13.149;7.450;61.073;14.674;8.310
 ;A VALDIVIA;DE BALMACEDA       ;0;0;0;0;0;0;64;88;0;0
 ;A BALMACEDA;DE PUNTA ARENAS    ;0;96;0;10;0;182;0;0;0;0
TOTAL;NACIONAL DE;LAN AIRLINES         ;293.957;304.738;251.442;315.694;843.433;1.204.959;1.469.650;1.666.322;1.968.921;1.831.071
LAN EXPRESS       ;A SANTIAGO;DE ARICA           ;75.395;87.327;117.548;136.255;129.433;108.367;109.155;220.625;207.428;270.336
 ; ;DE IQUIQUE         ;122.265;128.511;166.648;202.950;168.756;124.583;144.271;171.137;135.803;107.160
 ; ;DE ANTOFAGASTA     ;141.045;133.261;168.479;232.887;180.785;168.363;191.715;248.211;265.590;320.962
 ; ;DE CALAMA          ;114.479;116.643;133.371;166.318;65.296;21.724;5.686;29.945;185.040;279.497
 ; ;DE COPIAPO         ;24.343;20.060;28.576;46.127;48.570;58.590;81.917;106.955;112.460;88.757
 ; ;DE EL SALVADOR     ;4.937;4.469;3.400;0;0;0;0;0;0;0
 ; ;DE LA SERENA       ;21.981;25.091;33.307;45.009;46.853;55.404;63.906;68.434;73.712;67.243
 ; ;DE ISLA DE PASCUA  ;0;0;0;0;0;5.306;0;0;0;0
 ; ;DE CHILLAN         ;180;127;0;0;0;0;0;0;0;0
 ; ;DE CONCEPCION      ;63.022;66.066;83.882;96.857;100.128;111.925;128.226;143.017;139.292;136.777
 ; ;DE PUCON           ;956;634;788;928;0;614;1.144;1.018;0;0
 ; ;DE TEMUCO          ;35.024;35.820;48.841;61.586;49.569;76.090;85.482;96.333;70.377;89.008
 ; ;DE CASTRO          ;0;0;0;0;0;0;0;3.377;0;106
 ; ;DE OSORNO          ;16.685;16.891;29.723;19.219;44.504;40.548;42.720;25.801;34.262;29.813
 ; ;DE PUERTO MONTT    ;72.644;76.237;122.823;161.047;150.735;111.086;124.972;230.264;243.928;263.516
 ; ;DE VALDIVIA        ;19.571;19.604;24.825;33.088;19.990;38.140;43.303;32.377;30.078;32.072
 ; ;DE BALMACEDA       ;25.750;28.828;36.139;38.990;17.879;36.955;61.089;94.618;89.392;108.689
 ; ;DE PUNTA ARENAS    ;142.736;159.011;266.695;269.531;280.634;295.952;251.831;216.923;170.971;258.225
 ;A ARICA;DE IQUIQUE         ;3.810;5.011;4.469;3.216;2.551;3.438;3.322;4.279;3.903;3.290
 ; ;DE ANTOFAGASTA     ;3.840;4.165;1.948;191;0;0;0;0;0;0
 ; ;DE CALAMA          ;0;0;0;87;0;0;0;0;0;0
 ; ;DE COPIAPO         ;262;212;214;555;433;391;535;199;0;0
 ; ;DE LA SERENA       ;1.043;1.279;876;0;0;0;0;0;0;0
 ;A IQUIQUE;DE CALAMA          ;13;13;563;1.427;50;66;41;0;0;39
 ; ;DE COPIAPO         ;315;200;288;466;576;329;369;243;0;0
 ; ;DE LA SERENA       ;6.415;6.575;7.043;1.424;0;22;44;0;0;0
 ;A ANTOFAGASTA;DE IQUIQUE         ;7.746;7.478;5.998;6.512;8.994;10.532;10.837;11.670;16.837;9.453
 ; ;DE CALAMA          ;2.180;2.252;718;458;0;0;0;0;0;0
 ; ;DE COPIAPO         ;3.469;2.938;1.521;0;0;50;0;70;69;0
 ; ;DE EL SALVADOR     ;419;539;68;0;0;0;0;0;0;0
 ; ;DE LA SERENA       ;7.409;8.270;9.548;15.299;18.314;19.448;20.315;29.424;25.304;34.277
 ;A CALAMA;DE COPIAPO         ;0;7;0;0;0;0;0;0;0;0
 ; ;DE LA SERENA       ;0;0;0;0;0;639;1.642;1.624;4.449;8.598
 ;A COPIAPO;DE EL SALVADOR     ;81;87;56;0;0;0;0;0;0;0
 ; ;DE LA SERENA       ;829;778;321;404;227;103;382;112;0;0
 ;A EL SALVADOR;DE CALAMA          ;30;8;10;0;0;0;0;0;0;0
 ; ;DE LA SERENA       ;208;166;0;0;0;0;0;0;0;0
 ;A CONCEPCION;DE CALAMA          ;0;62;3;0;0;0;0;0;0;0
 ; ;DE LA SERENA       ;0;0;97;0;60;0;0;0;0;0
 ; ;DE PUCON           ;0;0;0;1;0;0;0;0;0;0
 ; ;DE TEMUCO          ;607;691;370;23;0;0;0;0;0;0
 ; ;DE OSORNO          ;406;219;979;0;5;0;40;11;0;0
 ; ;DE PUERTO MONTT    ;6.425;5.213;4.385;412;0;0;0;0;0;0
 ; ;DE VALDIVIA        ;1.553;1.380;359;306;33;0;0;0;0;0
 ; ;DE BALMACEDA       ;0;0;462;288;0;0;0;0;0;0
 ; ;DE PUNTA ARENAS    ;364;955;138;239;165;303;460;0;159;4
 ;A TEMUCO;DE PUCON           ;0;0;0;0;0;0;2;0;0;0
 ; ;DE OSORNO          ;2.206;2.143;58;83;468;144;142;0;0;0
 ; ;DE VALDIVIA        ;19;121;61;0;0;0;0;0;0;0
 ; ;DE BALMACEDA       ;0;0;475;1.804;266;67;80;117;0;0
 ; ;DE PUNTA ARENAS    ;2.145;1.524;0;0;0;0;0;0;0;0
 ;A OSORNO;DE VALDIVIA        ;0;0;2;4;4;0;1;0;0;0
 ;A PUERTO MONTT;DE TEMUCO          ;2.129;1.638;617;116;253;0;0;0;0;0
 ; ;DE CASTRO          ;0;0;0;0;0;0;0;112;0;0
 ; ;DE OSORNO          ;0;0;0;0;0;0;1;3;0;0
 ; ;DE VALDIVIA        ;37;24;24;4;0;0;0;0;0;0
 ; ;DE BALMACEDA       ;8.948;8.905;11.632;12.422;7.272;3.092;13.350;14.085;17.066;19.955
 ; ;DE PUNTA ARENAS    ;32.548;28.711;42.979;59.042;73.173;53.158;64.293;36.274;76.565;89.342
 ;A VALDIVIA;DE BALMACEDA       ;0;0;0;105;0;8;787;479;0;0
 ; ;DE PUNTA ARENAS    ;0;0;0;179;0;0;0;0;0;0
 ;A BALMACEDA;DE PUNTA ARENAS    ;1.196;987;989;267;0;370;0;0;0;0
TOTAL;NACIONAL DE;LAN EXPRESS       ;977.665;1.011.131;1.362.316;1.616.126;1.415.976;1.345.807;1.452.060;1.787.737;1.902.685;2.217.119
ONE SPA           ;A SANTIAGO;DE ANTOFAGASTA     ;0;0;0;0;0;0;0;0;0;5.800
 ; ;DE CALAMA          ;0;0;0;0;0;0;0;0;0;690
 ; ;DE CONCEPCION      ;0;0;0;0;0;0;0;0;0;178
 ;A ANTOFAGASTA;DE CONCEPCION      ;0;0;0;0;0;0;0;0;0;2.097
TOTAL;NACIONAL DE;ONE SPA           ;0;0;0;0;0;0;0;0;0;8.765
PLUNA             ;A SANTIAGO;DE CONCEPCION      ;0;0;0;0;0;0;0;1.791;0;0
 ; ;DE PUNTA ARENAS    ;0;0;0;0;1.927;2.832;0;0;0;0
TOTAL;NACIONAL DE;PLUNA             ;0;0;0;0;1.927;2.832;0;1.791;0;0
SKY AIRLINE       ;A SANTIAGO;DE ARICA           ;44.744;40.325;42.081;44.841;53.678;54.604;59.172;78.118;104.040;108.192
 ; ;DE IQUIQUE         ;53.389;49.813;48.054;46.471;53.330;62.023;92.439;93.525;116.678;127.949
 ; ;DE ANTOFAGASTA     ;51.577;54.853;64.208;65.209;85.151;105.502;99.840;130.209;157.637;194.775
 ; ;DE CALAMA          ;33.740;31.546;37.981;50.246;65.808;72.333;74.780;119.009;175.018;163.021
 ; ;DE COPIAPO         ;0;9.177;14.284;11.811;15.050;21.882;30.332;37.659;45.526;49.516
 ; ;DE EL SALVADOR     ;0;0;599;3.757;3.311;2.668;3.653;4.935;392;0
 ; ;DE LA SERENA       ;0;0;0;0;0;3.259;13.297;16.183;19.163;25.334
 ; ;DE CONCEPCION      ;14.315;13.484;12.514;12.130;14.418;20.955;22.507;27.912;38.889;51.382
 ; ;DE PUCON           ;137;0;0;334;0;318;0;709;0;0
 ; ;DE TEMUCO          ;13.773;14.613;18.211;15.842;16.318;18.379;23.501;27.832;38.806;44.560
 ; ;DE OSORNO          ;0;0;29;4.671;120;0;0;0;0;1.019
 ; ;DE PUERTO MONTT    ;22.855;17.540;13.375;23.144;29.000;31.470;46.405;55.313;71.942;73.621
 ; ;DE VALDIVIA        ;0;56;23;3.550;1.388;75;394;420;9.993;16.422
 ; ;DE BALMACEDA       ;16.490;16.371;17.228;14.237;14.567;17.687;20.167;17.736;27.099;28.060
 ; ;DE PUERTO NATALES  ;0;0;0;520;1.067;0;1.431;4.616;2.211;0
 ; ;DE PUNTA ARENAS    ;24.824;22.386;20.021;33.361;45.906;48.967;45.069;51.814;65.180;75.339
 ;A ARICA;DE IQUIQUE         ;1.322;1.361;2.564;2.684;2.177;2.350;2.788;5.645;8.852;10.025
 ; ;DE ANTOFAGASTA     ;2.764;2.511;3.767;5.740;5.353;4.971;3.588;1.957;1.612;361
 ; ;DE CALAMA          ;0;0;2;362;392;8;6;0;27;0
 ; ;DE COPIAPO         ;0;912;2.169;2.155;2.377;1.756;328;0;0;0
 ;A IQUIQUE;DE CALAMA          ;6;45;479;455;502;332;66;7;0;13
 ; ;DE COPIAPO         ;0;1.534;2.819;3.110;2.786;2.850;731;0;0;0
 ;A ANTOFAGASTA;DE IQUIQUE         ;1.698;1.895;2.137;3.579;3.566;3.935;6.428;9.988;13.117;13.793
 ; ;DE CALAMA          ;251;333;576;943;960;1.576;1.050;914;71;59
 ; ;DE COPIAPO         ;0;593;1.257;1.492;1.481;1.197;930;1.080;97;0
 ; ;DE EL SALVADOR     ;0;0;35;256;184;77;27;17;0;0
 ; ;DE LA SERENA       ;0;0;0;0;0;5.121;14.440;16.745;19.194;19.487
 ; ;DE CONCEPCION      ;0;0;0;0;0;0;0;0;0;224
 ;A CALAMA;DE COPIAPO         ;0;0;0;24;381;1.427;1.415;2.284;2.998;1.117
 ; ;DE LA SERENA       ;0;0;0;0;0;9;221;4.734;7.131;6.151
 ;A COPIAPO;DE EL SALVADOR     ;0;0;1;26;2;1;3;3;0;0
 ; ;DE LA SERENA       ;0;0;0;0;0;74;870;1.794;2.089;1.101
 ;A CONCEPCION;DE CALAMA          ;0;0;0;0;0;0;0;0;0;1.655
 ; ;DE LA SERENA       ;0;0;50;0;0;0;0;0;0;0
 ; ;DE PUCON           ;0;0;0;0;0;12;0;19;0;0
 ; ;DE TEMUCO          ;378;650;1.136;1.306;1.102;1.233;1.142;1.271;625;56
 ; ;DE OSORNO          ;0;0;0;64;0;0;0;0;49;478
 ; ;DE PUERTO MONTT    ;1.700;1.579;920;4.905;6.243;6.860;8.956;10.145;9.327;4.378
 ; ;DE VALDIVIA        ;0;0;0;477;32;0;0;9;1.832;0
 ; ;DE BALMACEDA       ;0;232;394;2.502;5.223;2.827;525;12;0;0
 ; ;DE PUNTA ARENAS    ;2.856;3.338;3.468;3.417;1.238;991;216;0;0;0
 ; ;DE VALDIVIA        ;0;0;0;0;0;0;0;0;0;3.348
 ;A TEMUCO;DE PUCON           ;0;0;0;0;0;8;0;0;0;0
 ; ;DE OSORNO          ;0;0;0;101;0;0;0;0;0;0
 ; ;DE BALMACEDA       ;0;0;1;1.779;2.660;1.438;366;0;0;0
 ; ;DE PUNTA ARENAS    ;0;0;0;133;103;1.139;0;0;0;0
 ;A OSORNO;DE VALDIVIA        ;0;0;0;1;0;0;0;0;0;0
 ;A PUERTO MONTT;DE TEMUCO          ;13;34;1;1.422;1.125;1.728;1.745;1.569;181;30
